property_id,property_address,source,file,type,date_in_document,date_in_filename,address_in_document,text_layer,confidence,notes
2406742000011657007,"50 Green Pond Close, E17 6EE",zoho,50 Green Pond Electric certificate 14.10.2025.pdf,EIC,,2025-10-14,OCR: address Green Pond Close 50 Green Pond Close London London Postcode: E17 Postcode: E17 DETAILS OF THE INSTALLATION The Installation Is Exten,no,low,"attached to Zoho 2020-10-17; scanned, no text; OCR (unverified) inspection 2020-10-15 + 5 years (interval not found): 2025-10-15"
2406742000011657007,"50 Green Pond Close, E17 6EE",zoho,"50, Green pond EICR 8-oct-30.pdf",EICR,,2030-10-08,"OCR: 7, NUILTHVIEW DILIVE UPRN: W.00DFOR) GRRAN 1SSEX Address: ToßLn 55 COOsEls LANE Addres 5o GIZIZRN PON D CLOSE Postcode: /428Q0 LEYTON Lod Te",no,low,"attached to Zoho 2025-10-11; scanned, no text"
2406742000011657007,"50 Green Pond Close, E17 6EE",zoho,50 Green Pond Close EPC 17.02.2024.pdf,EPC,2024-02-17,2024-02-17,"50, Green Pond Close, LONDON, E17 6EE",yes,high,attached to Zoho 2019-11-22; date of certificate 2014-02-18 + 10 years - 1 day (gov.uk convention)
2406742000011657007,"50 Green Pond Close, E17 6EE",zoho,Energy performance certificate (EPC) - 25-6-2034.PDF,EPC,2034-06-25,2034-06-25,About this assessment Assessor’s declaration No related party Date of assessment 26 June 2024 Date of certiﬁcate 26 June 2024,yes,high,attached to Zoho 2024-07-01; valid until
2406742000011657007,"50 Green Pond Close, E17 6EE",zoho,"50 Green Pond Close, E17 - Electric Certificate 29.08.2024.pdf",electrical,,2024-08-29,,no,low,"attached to Zoho 2019-11-22; text layer is the blank NICEIC form template (sample data), real certificate is an image; scanned, no text"
2406742000011657007,"50 Green Pond Close, E17 6EE",zoho,50 Green Pond Licence_WAL-195317825058.pdf,licence,2029-06-25,,"50, Green Pond Close London E17 6EE",yes,high,attached to Zoho 2024-06-26; expiry date
2406742000003750086,"50c North Birkbeck, E11 4JG",zoho,50c NBB - EICR -15.12.26.pdf.pdf,EICR,,2026-12-15,OCR: ection and testing carried out: 15/12/2021 Occupier: N/A Flat 50c North Birkbeck Road London E11 4JG,no,low,"attached to Zoho 2025-12-18; scanned, no text; OCR (unverified) inspection 2021-12-15 + 5 years (interval not found): 2026-12-15"
2406742000003750086,"50c North Birkbeck, E11 4JG",zoho,50c North B. Electric Certificate 01.07.2025.pdf,EICR,,2025-07-01,OCR: 50 C NORTH BIRKBECK RD ANUAL REPORT LEYTONSTONE E11 4JG Dates(s) on which inspection and testing were carried out: 2ND JULY 2018 Description,no,low,"attached to Zoho 2019-12-06; scanned, no text; OCR (unverified) inspection 2018-07-02 + 5 years (interval not found): 2023-07-02"
2406742000003750086,"50c North Birkbeck, E11 4JG",zoho,EPC - 50c North Birbeck - 16.01.2028.pdf,EPC,2028-01-16,2028-01-16,"50c North Birkbeck Road, LONDON, E11 4JG",yes,high,attached to Zoho 2019-12-06; date of certificate 2018-01-17 + 10 years - 1 day (gov.uk convention)
2406742000003750086,"50c North Birkbeck, E11 4JG",zoho,"Gas Cert for 50c North  Birkbeck  Road  E11, 4 feb 2027.pdf",gas,,2027-02-04,,no,low,"attached to Zoho 2026-02-06; scanned, no text"
2406742000003750086,"50c North Birkbeck, E11 4JG",zoho,"Gas Cert for 50c North Birkbeck E11, 2024.pdf",gas,,,OCR: Name (Mr/Mrs/Miss/Ms) Name (Mr/Mrs/Miss/Ms) LAD585268 Outcome of gas tightness test? Number of Appliances tested Gas Safe Register No 662/4l,no,low,"attached to Zoho 2024-02-06; scanned, no text"
2406742000003750086,"50c North Birkbeck, E11 4JG",zoho,Gas Certificate 50c NB 30.05.2020.pdf,gas,,2020-05-30,,no,low,"attached to Zoho 2019-12-06; scanned, no text"
2406742000003750086,"50c North Birkbeck, E11 4JG",zoho,Gas cert for 50c North Birkbeck Road E11 - 4 Feb 2026.pdf,gas,,2026-02-04,OCR: Name (Mr/Mrs/Miss/Ms) Birkbeck Name (Mr/Mrs/Miss/Ms) Gas Safe Register No 7815 086527 Outcome of gas tightness test? Number of Appliances te,no,low,"attached to Zoho 2025-04-07; scanned, no text"
2406742000003750086,"50c North Birkbeck, E11 4JG",zoho,50C North BB Gas certificate 1.2.24 (2).pdf,gas,2024-02-01,2024-02-01,td 167 Prospect Rd 5251466 Woodford Green Essex Appliance Details Inspection Details ephone: IG8 7ND,yes,medium,attached to Zoho 2023-02-10; next check due; address in document not confirmed
2406742000003750086,"50c North Birkbeck, E11 4JG",zoho,50c North BB - Landlord License.pdf,licence,,,"OCR: First Floor Flat 3, 50, North Birkbeck Road, London, E11 4JG",no,low,"attached to Zoho 2024-04-13; scanned, no text"
2406742000003750086,"50c North Birkbeck, E11 4JG",zoho,50c North Birkbeck - Draft Licence.pdf,licence,,,"First Floor Flat 3 50, North Birkbeck Road London E11 4JG",yes,low,attached to Zoho 2026-01-23; no key date found in text; DRAFT licence
2406742000003750086,"50c North Birkbeck, E11 4JG",zoho,Landlord Licences - 50c North Birkbeck.pdf,licence,2027-02-22,,"First Floor Flat 3, 50, North Birkbeck Road, London, E11 4JG [Licence Holder] To: ABSOLUTE LONDON LIMITED Of: 55 Coope",yes,high,attached to Zoho 2026-09-04; expiry date
2406742000011018001,"52b Beedell Avenue, Southend-on-Sea, SS0 9JS",zoho,EICR - 52B Beedell Avenue (98786573).pdf,EICR,,,"lords safety report. 09/12/2021 Tenant in Situ, 52B Beedell Avenue, Westcliff on Sea, Essex, SS0 9JS",yes,low,attached to Zoho 2022-01-17; no key date found in text
2406742000011018001,"52b Beedell Avenue, Southend-on-Sea, SS0 9JS",zoho,52B Beedell Avenue EPC.pdf,EPC,,,"52b, Beedell Avenue",yes,low,attached to Zoho 2019-08-13; no key date found in text
2406742000011018001,"52b Beedell Avenue, Southend-on-Sea, SS0 9JS",zoho,"52b Bedell Avenue EPC, 28.10.32.pdf",EPC,2032-10-28,2032-10-28,52b Beedell Avenue WESTCLIFF-ON-SEA SS0 9JS,yes,high,attached to Zoho 2022-10-31; valid until
2406742000011018001,"52b Beedell Avenue, Southend-on-Sea, SS0 9JS",zoho,11111336-14056-Landlord_Homeowner Gas Safety Record-868.pdf,gas,,,efell Avenue Yes 12/02/2025 52 B Southend On Sea Pass Befell Avenue Essex Yes Southend On Sea SS09JS,yes,low,attached to Zoho 2025-02-17; no key date found in text
2406742000011018001,"52b Beedell Avenue, Southend-on-Sea, SS0 9JS",zoho,52B Bedell Avenue . Gas certificate.1.4.22.jpg,gas,,2022-04-01,,no,low,"attached to Zoho 2021-04-07; image attachment, not downloaded"
2406742000011018001,"52b Beedell Avenue, Southend-on-Sea, SS0 9JS",zoho,"52b Beedell Avenue Gas Certificate, 3.3.2021.pdf",gas,,2021-03-03,,no,low,"attached to Zoho 2020-03-05; scanned, no text"
2406742000011018001,"52b Beedell Avenue, Southend-on-Sea, SS0 9JS",zoho,"52b Beedell Avenue, Gas Cert 2024.pdf",gas,,,OCR: KW/h or Brun Pass/FaiVNA Yes/No Pass/FallNA Pass/Fal/NA (if applicable) Name (Mr/Mrs/Miss/Ms) Yes/No Yes/No Address 52b Deedell Avonue 23•3 ,no,low,"attached to Zoho 2025-02-13; scanned, no text"
2406742000011018001,"52b Beedell Avenue, Southend-on-Sea, SS0 9JS",zoho,"52b Beedell Avenue, Gas Cert 25 May, 2026.pdf",gas,,2026-05-25,OCR: PaыfalAiA Pasfaisa PasPaNA Veofes Name (Mr/Mrs/Misa/Ms) 20x faя Rass 0-807 NO Address 526 keedall Avenue 119ax Ra N/e N/A NG Southenot-on -S,no,low,"attached to Zoho 2026-02-25; scanned, no text"
2406742000011018001,"52b Beedell Avenue, Southend-on-Sea, SS0 9JS",zoho,"Gas cert for 52b Beedall Avenue, 25 May 2027.pdf",gas,,2027-05-25,"OCR: Gas Sate Register No Address Top Moor Name (Mr/Mrs/Miss/Ms) 8486 655422 Outcome of gas tightness test? Number of Appliances tested Lenlon, L",no,low,"attached to Zoho 2026-06-01; scanned, no text"
2406742000011018001,"52b Beedell Avenue, Southend-on-Sea, SS0 9JS",zoho,"52B Beedel Avenue Gas certificate, 2.9.23.pdf",gas,2023-09-02,2023-09-02,Name: D & D homes Address: 52b Beedell Avenue Westcliff-on-Sea Essex Postcode: ss09js Contact Number: Appliance Details Location Type Manufa,yes,high,attached to Zoho 2022-09-07; next check due
2406742000011018001,"52b Beedell Avenue, Southend-on-Sea, SS0 9JS",zoho,Gas Cert - 52B Bedell Avenue.28.3.24.pdf,gas,2024-03-28,2024-03-28,oad Leigh on sea Essex SS9 5JT +44 01708725068 52B Beedell Avenue Westcliﬀ- On- Sea Essex SS0 9JS BM,yes,high,attached to Zoho 2023-10-26; next check due
2406742000082416003,"5a Lancaster House, Brownrigg Drive, Cramlington, NE23 6UN",zoho,5A Lancaster House - EICR.pdf,EICR,,,"OCR: 5a Lancaster House Brownrigg Drive Cramlington, Northumberland NE23 6UN Description of premises: Domestic N/A Commercial N/A Industrial N/A ",no,low,"attached to Zoho 2026-09-04; scanned, no text; OCR (unverified) next inspection date: 2031-03-25"
2406742000082416003,"5a Lancaster House, Brownrigg Drive, Cramlington, NE23 6UN",zoho,5a Lancaster - EPC.pdf,EPC,2036-04-12,,5A Lancaster House Brownrigg Drive CRAMLINGTON NE23 6UN,yes,medium,"attached to Zoho 2026-09-04; valid until; document address reads as 5a Lancaster House, Brownrigg Drive, Cramlington, NE23 6UN (same building, unit not confirmed); address in document not confirmed"
2406742000014557056,"6 January House, 28 Birdhurst Rise, CR2 7ED",zoho,Jaunary houe EICR 14-4-2030.pdf,EICR,,2030-04-14,"OCR: 6, JANURY HOUSE allation taking into account the stated extent and limitations in PART 6 of this report. Postcode: CR.O JED TelNo: ELECTRICA",no,low,"attached to Zoho 2025-04-22; scanned, no text; OCR (unverified) inspection 2025-04-04 + 5 years (interval not found): 2030-04-04"
2406742000014557056,"6 January House, 28 Birdhurst Rise, CR2 7ED",drive,2020-09-14__icloud__6 January EPC.pdf,EPC,2029-06-04,,"Flat 6 January House, 28, Birdhurst Rise, SOUTH CROYDON, CR2 7ED",yes,high,"email date 2020-09-14; matched by filename (high: street:1.0,housenum); date of certificate 2019-06-05 + 10 years - 1 day (gov.uk convention)"
2406742000014557056,"6 January House, 28 Birdhurst Rise, CR2 7ED",zoho,6 January EPC.pdf,EPC,2029-06-04,,"Flat 6 January House, 28, Birdhurst Rise, SOUTH CROYDON, CR2 7ED",yes,high,attached to Zoho 2020-04-09; date of certificate 2019-06-05 + 10 years - 1 day (gov.uk convention)
2406742000014557056,"6 January House, 28 Birdhurst Rise, CR2 7ED",zoho,January House electric certificate .pdf,electrical,,,,no,low,"attached to Zoho 2020-04-30; text layer is the blank NICEIC form template (sample data), real certificate is an image; scanned, no text"
2406742000014557056,"6 January House, 28 Birdhurst Rise, CR2 7ED",zoho,"6 January House, Birdhurst Rise - Gas Safety 8.3.22.pdf",gas,,2022-03-08,,no,low,"attached to Zoho 2021-03-12; scanned, no text; OCR (unverified) next check due: 2021-03-09"
2406742000014557056,"6 January House, 28 Birdhurst Rise, CR2 7ED",zoho,Gas Cert for 6 January house CR2 7ED 27-NOV-2025.pdf,gas,,2025-11-27,OCR: PassFalluA Yes/No Pass/FalUNA Pass/FalNA Yes/ão Yes/No Tested ar ted Name (Mr/Mrs/Miss/Ms) 289kл Pass Pux 0.000 No PaCNeO Address 6 January ,no,low,"attached to Zoho 2024-11-22; scanned, no text"
2406742000014557056,"6 January House, 28 Birdhurst Rise, CR2 7ED",zoho,Gas cert for 6 January House 16 Nov 2024.pdf,gas,,2024-11-16,OCR: Name (Mr/Mrs/Miss/Ms) 23.7cw Yes Pass Pass 0.0207 No NO N/A Yos Yes N/A N/A N/A NO No N/A Yes Address 6 January /touse limbr 28 Bicdhurst ri,no,low,"attached to Zoho 2023-11-21; scanned, no text"
2406742000014557056,"6 January House, 28 Birdhurst Rise, CR2 7ED",zoho,"Gas cert for 6 January house CR2 7ED, 25 Nov 2026.pdf",gas,,2026-11-25,"OCR: Lane, Postcode Contact No Ase Postcode Contact No Postcode Contact No Serial No 8178",no,low,"attached to Zoho 2026-02-25; scanned, no text"
2406742000014557056,"6 January House, 28 Birdhurst Rise, CR2 7ED",zoho,Gas Certificate - Flat 6 January House.pdf,gas,2021-04-08,," 7ED . No Customer / Landlord Mrs Celine Renier Company Flat 6, January House Birdhurst Rise CR2 7ED",yes,high,attached to Zoho 2020-04-28; next check due
2406742000014557056,"6 January House, 28 Birdhurst Rise, CR2 7ED",zoho,Flat 6 Jnauary House gas cert. 1.11.23.pdf,gas,2023-11-01,2023-11-01,Name: Beaumont Residential Address: Flat 6 January House South Croydon Surrey Postcode: cr2 7ed Contact Number: Appliance Details Location T,yes,high,attached to Zoho 2022-11-14; next check due
2406742000081181002,"6 Lancaster House, Brownrigg Drive, Cramlington, NE23 6UN",zoho,EICR - 6 Lancaster.pdf,EICR,,,"OCR: 6 Lancaster House, Brownrigg Drive Cramlington Northumberland NE23 6UN Description of premises: Domestic N/A Commercial N/A Industrial N/A O",no,low,"attached to Zoho 2026-08-20; scanned, no text; OCR (unverified) inspection 2026-07-02 + 5 years (interval not found): 2031-07-02"
2406742000081181002,"6 Lancaster House, Brownrigg Drive, Cramlington, NE23 6UN",zoho,EPC - 6 Lancaster.pdf,EPC,2036-04-12,,6 Lancaster House Brownrigg Drive CRAMLINGTON NE23 6UN,yes,high,attached to Zoho 2026-08-20; valid until
2406742000002188050,664B High Road E10 6JP,zoho,664 High Rd Electric Certificate.pdf,EICR,,,OCR: Purpose for which report is required. Occupier: Address: inspection: avaılable this --- page 2 --- DPN7/3| Page 2 of Delete as approprate (E,no,low,"attached to Zoho 2019-06-13; scanned, no text"
2406742000002188050,664B High Road E10 6JP,zoho,"EICR - Flat B 664, High Road.pdf",EICR,,,"OCR: Flat B 664, High Road , London , E10 6JP Email: N/A REAS Annual check Date(s) inspection and testing carried out: 09/05/2024 Occupier: N/A A",no,low,"attached to Zoho 2024-05-09; scanned, no text; OCR (unverified) inspection 2024-05-09 + 5 years (interval not found): 2029-05-09"
2406742000002188050,664B High Road E10 6JP,zoho,664 High Road EPC (5).pdf,EPC,,,"OCR: Flat 2,",no,low,"attached to Zoho 2019-06-13; scanned, no text; OCR (unverified) date of certificate 2009-10-23 + 10 years - 1 day (gov.uk convention): 2019-10-22"
2406742000002188050,664B High Road E10 6JP,drive,2016-01-28__vicaragecourt__EPC.pdf,EPC,2019-10-22,,"23 October 2009 Flat 2, 664b High Road, LONDON,",yes,medium,email date 2016-01-28; date of certificate 2009-10-23 + 10 years - 1 day (gov.uk convention); matched by address in document (filename has no address)
2406742000002188050,664B High Road E10 6JP,drive,2016-04-12__vicaragecourt__EPC.pdf(MU00030027.20.7F526).pdf,EPC,2019-10-22,,"23 October 2009 Flat 2, 664b High Road, LONDON,",yes,medium,email date 2016-04-12; date of certificate 2009-10-23 + 10 years - 1 day (gov.uk convention); matched by address in document (filename has no address)
2406742000002188050,664B High Road E10 6JP,zoho,664b (EPC) - 14 Jan 2031.pdf,EPC,2031-01-14,2031-01-14,664B High Road Leyton London E10 6JP,yes,high,attached to Zoho 2025-10-06; valid until
2406742000002188050,664B High Road E10 6JP,zoho,"664b High Road EPC, 13.1.2031.pdf",EPC,2031-01-14,2031-01-13,Date of assessment 13 January 2021 Date of certificate 15 January 2021,yes,high,attached to Zoho 2021-01-15; valid until
2406742000002188050,664B High Road E10 6JP,zoho,664B gas certificate .pdf,gas,,,OCR: LANDLORD/CLIENT NAME & ADDRESS (if different) Tel No.: 07484838439 EIO 6QE Postcode: construction and lining has NOT been carried out. combu,no,low,"attached to Zoho 2021-02-25; scanned, no text"
2406742000002188050,664B High Road E10 6JP,zoho,664b - Gas cert 23.2.22.pdf,gas,,2022-02-23,OCR: CO alarm(s) fitted: Yes This record is issued by: Address: 460 Name & Title: Pipework: Received by: -,no,low,"attached to Zoho 2021-03-17; scanned, no text"
2406742000002188050,664B High Road E10 6JP,zoho,664 High Property License.pdf,licence,,,OCR: Second Floor Flat 2,no,low,"attached to Zoho 2019-06-13; scanned, no text; OCR (unverified) valid until: 2020-03-31"
2406742000002188050,664B High Road E10 6JP,zoho,664 High Property License.pdf,licence,,,OCR: Second Floor Flat 2,no,low,"attached to Zoho 2019-01-31; scanned, no text; OCR (unverified) valid until: 2020-03-31"
2406742000002188050,664B High Road E10 6JP,zoho,664A High Rd Property License.png,licence,,,,no,low,"attached to Zoho 2024-11-13; image attachment, not downloaded"
2406742000002188050,664B High Road E10 6JP,zoho,664b Licence.pdf,licence,,,"Second Floor Flat 2 664a, High Road Leyton London E10 6JP",yes,low,attached to Zoho 2023-12-15; expiry date; address in document not confirmed; DRAFT licence
2406742000002188050,664B High Road E10 6JP,zoho,664b High Road - Property Licence.pdf,licence,2029-11-05,,"Second Floor Flat 2 664a, High Road Leyton London E10 6JP",yes,medium,attached to Zoho 2024-11-06; expiry date; address in document not confirmed
2406742000081223082,"6a Lancaster House, Brownrigg Drive, Cramlington, NE23 6UN",zoho,EICR - 6a Lancaster.pdf,EICR,,,"OCR: Ga Lancaster House, Brownrigg Drive Cramlington Northumberland NE23 GUN Description of premises: Domestic N/A Commercial N/A Industrial N/A ",no,low,"attached to Zoho 2026-07-03; scanned, no text; OCR (unverified) inspection 2026-07-02 + 5 years (interval not found): 2031-07-02"
2406742000081223082,"6a Lancaster House, Brownrigg Drive, Cramlington, NE23 6UN",zoho,EPC - 6a Lancaster House.pdf,EPC,2036-04-12,,6A Lancaster House Brownrigg Drive CRAMLINGTON NE23 6UN,yes,medium,"attached to Zoho 2026-07-03; valid until; document address reads as 6a Lancaster House, Brownrigg Drive, Cramlington, NE23 6UN (same building, unit not confirmed); address in document not confirmed"
2406742000080933180,"7 Lancaster House, Brownrigg Drive, Cramlington, NE23 6UN",zoho,EICR - 7 Lancaster.pdf,EICR,,,"OCR: 7 Lancaster House, Brownrigg Drive Cramlington Northumberland NE23 GUN Description of premises: Domestic N/A Commercial N/A Industrial N/A O",no,low,"attached to Zoho 2026-07-13; scanned, no text; OCR (unverified) inspection 2026-07-02 + 5 years (interval not found): 2031-07-02"
2406742000080933180,"7 Lancaster House, Brownrigg Drive, Cramlington, NE23 6UN",zoho,EPC - 7 Lancaster.pdf,EPC,2036-04-12,,7 Lancaster House Brownrigg Drive CRAMLINGTON NE23 6UN,yes,high,attached to Zoho 2026-07-13; valid until
2406742000002188071,"72 Kettlebaston Road, E10 7PF",zoho,72 Kettlebaston Rd Electric Certificate.pdf,EIC,,,OCR: REWIRE oF PRSPERTI InSTALLATIEN of i7t Editia ConsomER RHIoP Postoode E105NA here the electrical work to which this certificate relates incl,no,low,"attached to Zoho 2019-06-13; scanned, no text"
2406742000002188071,"72 Kettlebaston Road, E10 7PF",drive,2024-02-11__gmail__EICR - 72 Kettlebaston Rd  2.7.2025.pdf,EICR,,2025-07-02,,no,low,"email date 2024-02-11; matched by filename (high: street:1.0,housenum); text layer is the blank NICEIC form template (sample data), real certificate is an image; scanned, no text"
2406742000002188071,"72 Kettlebaston Road, E10 7PF",zoho,"72, kettel EICR 1-7-2030.jpg",EICR,,2030-07-01,,no,low,"attached to Zoho 2025-07-22; image attachment, not downloaded"
2406742000002188071,"72 Kettlebaston Road, E10 7PF",zoho,72 Kettlebaston Rd EPC.pdf,EPC,,,"OCR: 72, Kettlebaston Road, LONDON, E10 7PF",no,low,"attached to Zoho 2019-06-13; scanned, no text; OCR (unverified) date of certificate 2018-03-01 + 10 years - 1 day (gov.uk convention): 2028-02-29"
2406742000002188071,"72 Kettlebaston Road, E10 7PF",drive,2024-02-11__gmail__EPC - 72 kettlebaston.pdf,EPC,2028-02-29,,"72, Kettlebaston Road, LONDON, E10 7PF",yes,high,"email date 2024-02-11; matched by filename (high: street:1.0,housenum); date of certificate 2018-03-01 + 10 years - 1 day (gov.uk convention)"
2406742000002188071,"72 Kettlebaston Road, E10 7PF",drive,2026-03-18__propertysauce-co__EPC - 72 kettlebaston.pdf,EPC,2028-02-29,,"72, Kettlebaston Road, LONDON, E10 7PF",yes,high,"email date 2026-03-18; matched by filename (high: street:1.0,housenum); date of certificate 2018-03-01 + 10 years - 1 day (gov.uk convention)"
2406742000002188071,"72 Kettlebaston Road, E10 7PF",zoho,72 kettlebaston EPC.pdf,EPC,2028-02-29,,"72, Kettlebaston Road, LONDON, E10 7PF",yes,high,attached to Zoho 2020-03-31; date of certificate 2018-03-01 + 10 years - 1 day (gov.uk convention)
2406742000002188071,"72 Kettlebaston Road, E10 7PF",zoho,72 KATTELBASTON ROAD Electric Certificate 2.7.2025.pdf,electrical,,2025-07-02,,no,low,"attached to Zoho 2020-07-20; text layer is the blank NICEIC form template (sample data), real certificate is an image; scanned, no text"
2406742000002188071,"72 Kettlebaston Road, E10 7PF",drive,2024-02-11__gmail__Gas cert for 72 Kettlebaston Road.pdf,gas,,,,no,low,"email date 2024-02-11; matched by filename (high: street:1.0,housenum); scanned, no text"
2406742000002188071,"72 Kettlebaston Road, E10 7PF",drive,2025-08-22__propertysauce-co__Gas cert for 72 kettlebaston Road E10 21-Dec-2025.pdf,gas,,2025-12-21,OCR: Btuh Pass/Fail/NA Yes/No Pass/FalL/NA Pass/Fail/NA Yes Daяs Rgs Name (Mr/Mrs/Miss/Ms) 19.5mM Pass Yes 0-0000 N 2 Address 72 Kettlebaston Rou,no,low,"email date 2025-08-22; matched by filename (high: street:1.0,housenum); scanned, no text"
2406742000002188071,"72 Kettlebaston Road, E10 7PF",drive,"2026-03-18__propertysauce-co__Gas Cert for 72 Kettlebaston Road E10, 18-dec-2026.pdf",gas,,2026-12-18,OCR: Address 72 Postcode Contact No Postcode Contact No Postcode Contact No Serial No,no,low,"email date 2026-03-18; matched by filename (high: street:1.0,housenum); scanned, no text"
2406742000002188071,"72 Kettlebaston Road, E10 7PF",drive,2026-03-18__propertysauce-co__Gas cert for 72 Kettlebaston Road (1).pdf,gas,,,,no,low,"email date 2026-03-18; matched by filename (high: street:1.0,housenum); scanned, no text"
2406742000002188071,"72 Kettlebaston Road, E10 7PF",zoho,72 KattlebastonThe latest Gas Cert.pdf,gas,,,OCR: as Edition @ ANY REMEDIAL ACTION TAKEN DETAILS OF WORK CARRIED OUT säfe E10 5NA,no,low,"attached to Zoho 2019-06-13; scanned, no text"
2406742000002188071,"72 Kettlebaston Road, E10 7PF",zoho,"72 Kettalbaston Gas certificate, 17.7.23 (1).pdf",gas,,2023-07-17,OCR: Pass/Fan/NA Yes/No' Pass/FeTi/NA Pass/Faf/NA YASTNO Yes/No Pass/Fail/NA Yes/No Name (Mr/A4ro/Mies/Ms) YUSUF LOONAT y-3 pAse p.zss 0-0007 243,no,low,"attached to Zoho 2023-01-28; scanned, no text"
2406742000002188071,"72 Kettlebaston Road, E10 7PF",zoho,72 Kettelbaston Gas Certificate. 19.7.2021.pdf,gas,,2021-07-19,,no,low,"attached to Zoho 2020-10-31; scanned, no text"
2406742000002188071,"72 Kettlebaston Road, E10 7PF",zoho,72 Kettelbaston Gas Certificate. 19.7.2021.pdf,gas,,2021-07-19,,no,low,"attached to Zoho 2020-07-21; scanned, no text"
2406742000002188071,"72 Kettlebaston Road, E10 7PF",zoho,72 Kettelbaston gas cert 13.7.22.jpg,gas,,2022-07-13,,no,low,"attached to Zoho 2021-07-17; image attachment, not downloaded"
2406742000002188071,"72 Kettlebaston Road, E10 7PF",zoho,72 Kettlebaston Rd Gas Cert.pdf,gas,,,OCR: L ACTION TAKEN DETAILS OF WORK CARRIED OUT Heating London's Homes safe E10 5NA,no,low,"attached to Zoho 2019-06-13; scanned, no text"
2406742000002188071,"72 Kettlebaston Road, E10 7PF",zoho,"72 Kettlebaston Road, E10 - Gas Certificate.JPG",gas,,,,no,low,"attached to Zoho 2019-09-11; image attachment, not downloaded"
2406742000002188071,"72 Kettlebaston Road, E10 7PF",zoho,72 Kettleboston Gas Certificate.pdf,gas,,,OCR: Name (Mr/Mrs/Miss/Ms) Name (Mr/Mrs/Miss/Ms) Gas Safe Register No. Registered Engineer's Name LABWS129563 Outcome of gas tightness test? Numb,no,low,"attached to Zoho 2019-10-09; scanned, no text"
2406742000002188071,"72 Kettlebaston Road, E10 7PF",zoho,"Gas Cert for 72 Kettlebaston Road E10, 18-dec-2026.pdf",gas,,2026-12-18,OCR: Address 72 Postcode Contact No Postcode Contact No Postcode Contact No Serial No,no,low,"attached to Zoho 2025-12-31; scanned, no text"
2406742000002188071,"72 Kettlebaston Road, E10 7PF",zoho,Gas cert 72 Kettlebaston E10 7PF. 7.6.24.pdf,gas,,2024-06-07,OCR: AYSHA Contact No 07931145511 Details of Registered Business E16 7PF Cahir Shreet Is the Protective Equipotential bonding satisfactory? Is th,no,low,"attached to Zoho 2023-11-10; scanned, no text"
2406742000002188071,"72 Kettlebaston Road, E10 7PF",zoho,Gas cert for 72 Kettlebaston Road.pdf,gas,,,,no,low,"attached to Zoho 2023-12-23; scanned, no text"
2406742000002188071,"72 Kettlebaston Road, E10 7PF",zoho,Gas cert for 72 kettlebaston Road E10 21-Dec-2025.pdf,gas,,2025-12-21,OCR: Btuh Pass/Fail/NA Yes/No Pass/FalL/NA Pass/Fail/NA Yes Daяs Rgs Name (Mr/Mrs/Miss/Ms) 19.5mM Pass Yes 0-0000 N 2 Address 72 Kettlebaston Rou,no,low,"attached to Zoho 2024-12-27; scanned, no text"
2406742000002188071,"72 Kettlebaston Road, E10 7PF",drive,"2025-08-22__vicaragecourt__Red Top Properties (Yusuf Loonat) - 72, Kettlebaston Road, London, E10 7PF.  DRAFT LICENCE.pdf",licence,,,"72, Kettlebaston Road, London, E10 7PF [Proposed Licence Holder] To: Red Top Properties (Yusuf Loonat) Of: FF 55 Coope",yes,low,"email date 2025-08-22; matched by filename (high: street:1.0,housenum,postcode); no key date found in text; DRAFT licence"
2406742000002188071,"72 Kettlebaston Road, E10 7PF",zoho,72 KettleBaston Property License.pdf,licence,,,OCR: 72 Kettlebaston Road,no,low,"attached to Zoho 2019-06-13; scanned, no text; OCR (unverified) valid until: 2020-03-31"
2406742000002188071,"72 Kettlebaston Road, E10 7PF",zoho,72 KettleBaston Property License.pdf,licence,,,OCR: 72 Kettlebaston Road,no,low,"attached to Zoho 2019-01-31; scanned, no text; OCR (unverified) valid until: 2020-03-31"
2406742000002188071,"72 Kettlebaston Road, E10 7PF",zoho,"72, Kettlebaston Road, London, E10 7PF.  DRAFT LICENCE.pdf",licence,,,"72, Kettlebaston Road, London, E10 7PF [Proposed Licence Holder] To: Red Top Properties (Yusuf Loonat) Of: FF 55 Coope",yes,low,attached to Zoho 2025-08-20; no key date found in text; DRAFT licence
2406742000002188071,"72 Kettlebaston Road, E10 7PF",drive,"2026-03-18__propertysauce-co__Absolute London Limited - 72, Kettlebaston Road.  FINAL LICENCE.pdf",licence,2030-09-10,,"72, Kettlebaston Road London E10 7PF",yes,high,"email date 2026-03-18; matched by filename (high: street:1.0,housenum); expiry date"
2406742000002188071,"72 Kettlebaston Road, E10 7PF",zoho,"Absolute London Limited - 72, Kettlebaston Road.  FINAL LICENCE.pdf",licence,2030-09-10,,"72, Kettlebaston Road London E10 7PF",yes,high,attached to Zoho 2025-09-11; expiry date
2406742000000266038,"72C Kingswood Road, E11 1SF",zoho,72C Kingswood EICR.pdf,EICR,,,"OCR: Flat 72C Kingswood Road London E11 Description of premises: Domestic N/A Commercial N/A Industrial N/A Other, please specify: N/A Estimated ",no,low,"attached to Zoho 2024-09-02; scanned, no text; OCR (unverified) inspection 2021-01-16 + 5 years (interval not found): 2026-01-16"
