name,gas,eicr,epc,lic,ins,rent,ten,gasapp
"Windmill Cottage, CO9 3RL",N/A,ok 2030-10-16,ok 2030-09-22,N/A (Exempt From Licensing),EXPIRED 2024-12-04,1300,2020-07-14->2021-07-13,No Gas Supply - N/A
"Hawkesmead, CB10 2QS",N/A,ok 2027-12-20,ok 2031-10-24,N/A (Exempt From Licensing),EXPIRED 2024-06-26,1785,2017-12-29->2018-06-28,No Gas Supply - N/A
"7c Tomlin's Grove, E3",MISSING,EXPIRED 2023-01-07,MISSING,MISSING,MISSING,1600,None->None,UNKNOWN
"38a Steel Road, E11 3JA",EXPIRED 2023-07-26,EXPIRED 2024-08-06,ok 2027-05-29,N/A (Exempt From Licensing),EXPIRED 2023-11-06,1260,2019-10-28->2022-10-27,Gas Supply - CP12 Required
102 New Road E4 9SY,DUE 2026-11-01,ok 2030-10-07,ok 2030-04-07,MISSING,EXPIRED 2024-12-04,2813,2020-10-07->2021-10-06,Gas Supply - CP12 Required
"122 Morley Road, E10 6LL",DUE 2026-10-02,ok 2029-02-14,ok 2029-04-22,EXPIRED 2026-05-03,EXPIRED 2024-01-05,1785,2023-05-05->2024-05-04,Gas Supply - CP12 Required
"125 Kitchener Road, E17 4LJ",DUE 2026-11-11,ok 2028-01-08,ok 2028-01-25,ok 2030-01-21,DUE 2026-09-23,1703,2023-03-15->2024-03-14,Gas Supply - CP12 Required
"72 Kettlebaston Road, E10 7PF",ok 2026-12-17,ok 2030-07-01,ok 2028-03-01,ok 2030-09-10,EXPIRED 2022-03-31,1296,2023-02-03->2024-02-02,Gas Supply - CP12 Required
"Flat B, Hollybush Lodge, 32 Grange Rd, E10 5JD",ok 2027-07-18,ok 2028-01-13,ok 2029-01-28,N/A (Exempt From Licensing),EXPIRED 2022-01-17,1685,2018-07-14->2019-07-13,Gas Supply - CP12 Required
664B High Road E10 6JP,MISSING,ok 2028-05-09,ok 2031-01-14,ok 2029-11-05,EXPIRED 2024-04-12,900,2021-10-29->None,Gas Supply - CP12 Required
"26 Kenilworth Gardens, IG10 3AF",DUE 2026-10-01,ok 2030-04-17,ok 2033-05-15,MISSING,EXPIRED 2024-12-04,3200,2019-03-18->2021-03-17,Gas Supply - CP12 Required
"10 Tudor Court, E17 8ET",ok 2027-04-21,ok 2031-01-16,ok 2031-09-06,ok 2031-06-29,EXPIRED 2023-12-30,1704,2022-04-19->2023-04-18,Gas Supply - CP12 Required
"18 Wall End Court, E6 2NW",ok 2027-03-20,ok 2029-10-01,ok 2028-11-18,ok 2029-01-12,EXPIRED 2026-05-15,1300,2022-06-15->2023-06-14,Gas Supply - CP12 Required
1 Onslow Close E4 6QD,DUE 2026-11-05,ok 2031-08-28,ok 2029-07-16,EXPIRED 2020-03-31,EXPIRED 2024-07-01,1600,2025-11-24->2023-06-26,Gas Supply - CP12 Required
8 Karen Terrace E11 3HA,ok 2027-01-15,ok 2027-06-28,ok 2029-02-11,EXPIRED 2026-08-02,EXPIRED 2024-07-01,,2017-04-18->2018-04-17,Gas Supply - CP12 Required
1 Valley Side Parade E4 8AJ,ok 2026-11-24,ok 2028-05-16,ok 2030-03-13,EXPIRED 2020-03-31,EXPIRED 2026-03-31,1425,2019-12-06->2020-12-05,Gas Supply - CP12 Required
GF 55 Coopers Lane E10 5DG,ok 2027-07-14,ok 2027-04-27,ok 2028-04-15,EXPIRED 2026-02-21,EXPIRED 2024-08-15,1749,2023-07-20->2023-06-19,Gas Supply - CP12 Required
FF 55 Coopers Lane E10 5DG,DUE 2026-10-03,ok 2030-05-12,ok 2028-04-15,EXPIRED 2026-02-21,EXPIRED 2024-08-15,1000,2017-10-20->2018-10-19,Gas Supply - CP12 Required
261 Cann Hall Road E11 3NL,EXPIRED 2025-01-25,ok 2027-01-31,EXPIRED 2026-05-10,EXPIRED 2026-04-18,EXPIRED 2022-04-23,1550,2016-04-12->2017-04-11,Gas Supply - CP12 Required
GF 225 Church Road E10 7BQ,DUE 2026-10-08,ok 2030-11-23,ok 2036-06-15,ok 2030-04-24,EXPIRED 2026-07-22,1300,2025-10-15->2020-11-28,Gas Supply - CP12 Required
FF 225 Church Road E10 7BQ,ok 2027-04-23,ok 2027-04-27,ok 2036-06-15,ok 2030-04-24,ok 2027-07-22,1731,2013-09-10->2014-09-09,Gas Supply - CP12 Required
F1 474 Lea Bridge Road E10 7DU,ok 2027-03-20,ok 2031-09-03,ok 2029-03-06,DUE 2026-09-30,EXPIRED 2026-08-11,1200,2024-03-06->2022-05-14,Gas Supply - CP12 Required
"72C Kingswood Road, E11 1SF",DUE 2026-11-01,ok 2028-01-13,ok 2033-05-20,ok 2026-11-23,ok 2027-08-28,1325,2023-06-22->2024-06-21,Gas Supply - CP12 Required
"72D Kingswood Road, E11 1SF",DUE 2026-11-01,ok 2028-01-13,ok 2035-09-26,ok 2026-11-23,ok 2027-08-28,1292,2021-09-17->2022-09-16,Gas Supply - CP12 Required
47 Willmot Road E10 5LT,DUE 2026-10-31,ok 2030-11-03,ok 2035-11-24,N/A (Exempt From Licensing),EXPIRED 2024-07-01,1600,2020-10-27->2021-10-26,Gas Supply - CP12 Required
